1,10,1181.66,419.18,34.31,17.15,1,4,1
1,9,1031.10,337.70,11.44,15.01,1,4,1
1,8,941.52,220.85,11.44,11.79,1,4,1
1,7,922.46,210.13,13.34,11.79,1,4,1
1,6,903.40,241.22,9.53,10.72,1,4,1
1,5,893.87,181.18,15.25,12.86,1,4,1
1,4,890.06,209.05,15.25,13.94,1,4,1
1,3,886.25,225.14,13.34,11.79,1,4,1
1,2,869.09,245.50,19.06,13.94,1,4,1
1,1,657.54,718.29,36.21,39.67,1,4,1
2,11,884.34,226.21,15.25,8.58,1,4,1
2,10,1185.73,420.13,33.79,16.33,1,4,1
2,9,1031.10,337.70,11.44,15.01,1,4,1
2,8,938.31,221.46,14.04,11.64,1,4,1
2,7,920.47,210.20,11.60,10.57,1,4,1
2,5,888.38,183.15,16.69,13.22,1,4,1
2,3,882.67,224.95,14.79,12.16,1,4,1
2,2,870.72,246.80,15.80,12.42,1,4,1
2,1,650.49,719.86,40.78,41.88,1,4,1
3,14,893.87,183.32,13.34,10.72,1,4,1
3,13,893.87,244.43,17.15,11.79,1,4,1
3,12,813.82,688.27,22.87,39.67,1,4,1
3,11,885.40,229.04,13.13,9.34,1,4,1
3,8,937.53,221.75,13.58,11.12,1,4,1
3,7,920.47,210.26,11.27,10.38,1,4,1
3,5,890.90,183.64,14.69,12.49,1,4,1
3,4,887.73,209.53,12.27,12.99,1,4,1
3,2,870.62,249.18,12.43,10.75,1,4,1
3,1,644.57,723.69,41.29,40.60,1,4,1
4,16,886.25,228.35,13.34,6.43,1,4,1
4,15,830.97,202.62,17.15,15.01,1,4,1
4,13,893.87,244.43,17.15,11.79,1,4,1
4,12,810.01,696.85,22.87,39.67,1,4,1
4,9,1026.39,339.05,15.23,16.52,1,4,1
4,8,937.48,221.84,13.42,10.92,1,4,1
4,7,920.55,209.37,11.19,10.37,1,4,1
4,5,889.19,185.04,15.65,12.35,1,4,1
4,2,869.41,249.63,12.59,11.27,1,4,1
4,1,640.22,726.49,41.76,40.54,1,4,1
5,17,1557.13,298.04,34.31,11.79,1,4,1
5,16,883.32,230.12,17.30,10.39,1,4,1
5,15,827.46,204.53,16.56,13.33,1,4,1
5,13,897.00,245.56,14.48,10.54,1,4,1
5,9,1024.99,339.64,14.40,15.81,1,4,1
5,8,937.41,221.22,13.57,11.31,1,4,1
5,7,920.48,208.47,11.38,10.88,1,4,1
5,5,887.42,185.32,17.04,12.43,1,4,1
5,2,865.54,249.96,15.39,12.56,1,4,1
5,1,636.28,728.81,41.97,40.43,1,4,1
6,8,937.42,220.99,13.60,11.52,1,4,1
6,7,920.55,208.77,11.29,10.73,1,4,1
6,5,889.01,186.19,16.09,11.61,1,4,1
6,2,867.43,251.12,14.46,12.34,1,4,1
6,1,631.04,731.81,42.08,40.32,1,4,1
7,8,937.26,220.61,12.61,10.67,1,4,1
7,7,920.28,208.26,10.50,10.43,1,4,1
7,5,886.57,186.04,14.95,11.37,1,4,1
7,2,867.19,252.11,14.67,12.48,1,4,1
7,1,628.08,734.41,42.26,40.65,1,4,1
8,13,895.21,248.00,13.59,9.51,1,4,1
8,8,937.35,219.85,12.00,10.15,1,4,1
8,7,920.60,206.51,10.73,10.49,1,4,1
8,5,884.99,187.06,14.71,10.60,1,4,1
8,2,868.13,252.48,14.10,12.39,1,4,1
8,1,626.94,736.74,41.62,40.65,1,4,1
9,13,896.74,247.40,12.38,9.09,1,4,1
9,8,937.48,218.19,11.63,9.83,1,4,1
9,7,920.58,204.06,11.13,11.28,1,4,1
9,5,885.42,186.26,14.02,10.40,1,4,1
9,2,867.58,251.75,14.41,12.53,1,4,1
9,1,620.91,737.29,42.54,40.98,1,4,1
10,17,1527.22,294.62,27.88,11.92,1,4,1
10,13,895.38,247.03,13.10,9.22,1,4,1
10,12,792.60,744.92,27.51,44.98,1,4,1
10,10,1225.88,422.13,36.11,17.55,1,4,1
10,8,936.34,216.74,11.31,9.24,1,4,1
10,7,918.04,202.71,11.16,11.07,1,4,1
10,5,884.73,185.91,14.25,10.41,1,4,1
10,2,864.76,251.43,14.63,12.61,1,4,1
10,1,618.46,739.42,42.41,40.65,1,4,1
11,17,1527.38,294.13,22.37,10.93,1,4,1
11,13,896.83,247.56,12.10,8.66,1,4,1
11,12,791.09,754.18,26.10,44.51,1,4,1
11,10,1233.76,422.31,36.16,17.44,1,4,1
11,8,935.93,215.78,11.20,9.23,1,4,1
11,7,917.02,201.21,11.35,11.63,1,4,1
11,5,885.43,185.81,13.78,10.32,1,4,1
11,2,865.95,252.05,14.14,12.55,1,4,1
11,1,613.23,740.96,43.66,41.00,1,4,1
12,18,832.90,478.97,22.41,25.78,1,4,1
12,13,895.48,247.87,12.94,8.94,1,4,1
12,12,786.29,763.92,26.55,45.43,1,4,1
12,10,1239.39,422.20,36.71,17.04,1,4,1
12,9,1024.11,337.67,14.11,14.77,1,4,1
12,8,935.80,215.45,11.14,9.24,1,4,1
12,7,918.87,200.69,10.82,11.86,1,4,1
12,5,885.82,187.03,13.39,9.93,1,4,1
12,2,866.46,252.46,13.89,12.85,1,4,1
12,1,608.37,743.61,43.88,41.09,1,4,1
13,21,869.90,208.81,14.21,11.91,1,4,1
13,18,831.36,482.66,23.41,25.81,1,4,1
13,16,880.70,231.31,14.66,11.99,1,4,1
13,13,894.77,248.11,13.66,9.49,1,4,1
13,10,1244.86,421.85,37.34,17.47,1,4,1
13,9,1020.87,337.52,16.39,15.22,1,4,1
13,8,933.40,211.53,13.33,11.90,1,4,1
13,7,917.79,200.33,11.67,12.34,1,4,1
13,5,885.33,186.36,14.57,10.58,1,4,1
13,2,861.68,253.74,16.16,13.52,1,4,1
13,1,604.15,746.64,44.02,41.14,1,4,1
14,21,871.62,210.20,14.08,12.25,1,4,1
14,16,877.65,232.26,14.30,11.94,1,4,1
14,13,893.46,248.78,14.76,9.95,1,4,1
14,10,1250.67,422.53,38.48,18.15,1,4,1
14,9,1019.33,338.01,17.91,15.01,1,4,1
14,8,932.63,212.16,13.93,11.59,1,4,1
14,7,917.29,200.01,12.20,12.25,1,4,1
14,5,883.72,187.44,15.36,10.99,1,4,1
14,2,862.31,254.46,16.00,13.95,1,4,1
14,1,600.15,749.30,44.16,41.49,1,4,1
15,21,872.83,209.82,15.53,13.25,1,4,1
15,16,876.92,233.29,14.67,11.99,1,4,1
15,13,893.69,249.20,15.01,10.48,1,4,1
15,8,932.26,212.49,14.35,11.38,1,4,1
15,7,917.94,199.26,11.99,12.12,1,4,1
15,5,885.23,187.63,15.25,10.86,1,4,1
15,2,862.62,254.63,15.86,14.27,1,4,1
15,1,595.95,752.13,43.60,41.34,1,4,1
16,21,874.15,210.18,15.59,13.26,1,4,1
16,16,879.76,233.72,13.70,11.86,1,4,1
16,13,895.64,250.07,13.92,10.65,1,4,1
16,8,932.06,212.67,14.65,11.23,1,4,1
16,7,916.99,199.54,11.82,11.70,1,4,1
16,5,885.50,188.45,14.58,10.71,1,4,1
16,2,862.47,255.86,15.12,14.13,1,4,1
16,1,592.41,755.41,43.82,41.62,1,4,1
17,21,871.41,212.35,14.26,12.73,1,4,1
17,16,877.48,234.24,13.75,12.49,1,4,1
17,13,896.59,251.53,13.08,10.53,1,4,1
17,8,931.93,212.27,14.91,11.45,1,4,1
17,7,916.66,198.53,11.71,11.72,1,4,1
17,5,884.80,188.74,14.70,10.67,1,4,1
17,2,862.87,257.19,15.21,14.41,1,4,1
17,1,586.53,759.83,44.51,41.53,1,4,1
18,21,868.72,214.41,14.56,12.11,1,4,1
18,16,876.98,235.67,14.35,13.05,1,4,1
18,13,893.07,253.40,14.25,10.64,1,4,1
18,8,931.86,212.81,15.09,11.61,1,4,1
18,7,917.47,198.20,11.07,11.68,1,4,1
18,2,863.05,259.55,15.23,14.29,1,4,1
18,1,582.15,764.41,45.61,41.83,1,4,1
19,21,867.68,216.66,14.76,11.70,1,4,1
19,18,826.27,510.15,21.50,26.46,1,4,1
19,16,876.77,239.29,14.67,12.73,1,4,1
19,13,893.37,254.83,13.93,10.61,1,4,1
19,8,932.73,213.03,14.63,11.67,1,4,1
19,7,919.15,198.80,10.60,11.65,1,4,1
19,2,863.11,262.03,15.28,14.52,1,4,1
19,1,577.92,770.61,46.46,42.68,1,4,1
20,21,867.28,221.49,14.89,10.63,1,4,1
20,18,826.31,518.06,21.42,26.63,1,4,1
20,16,877.90,243.87,14.91,11.76,1,4,1
20,13,892.23,258.58,13.83,11.17,1,4,1
20,2,859.75,266.20,15.84,14.40,1,4,1
20,1,574.75,778.87,46.44,42.90,1,4,1
21,21,866.79,225.90,14.40,10.60,1,4,1
21,18,823.85,527.42,21.38,27.07,1,4,1
21,13,891.55,262.72,15.56,12.22,1,4,1
21,1,571.54,787.45,46.98,43.09,1,4,1
22,13,891.08,266.74,16.66,12.53,1,4,1
22,1,567.86,795.64,47.39,43.53,1,4,1
23,13,890.74,269.40,17.41,12.37,1,4,1
23,1,562.93,802.66,49.89,43.99,1,4,1
24,13,892.29,271.31,16.86,12.52,1,4,1
24,1,556.68,807.93,51.14,44.24,1,4,1
25,13,892.99,272.24,16.44,12.02,1,4,1
25,1,553.34,813.04,52.56,44.10,1,4,1
26,13,891.51,273.68,17.27,12.35,1,4,1
26,1,548.21,818.54,53.60,44.31,1,4,1
27,21,863.68,237.59,15.52,13.70,1,4,1
27,18,816.30,567.56,23.92,29.06,1,4,1
27,13,890.46,274.14,17.31,12.54,1,4,1
27,1,544.27,822.76,53.26,44.70,1,4,1
28,33,853.77,285.85,17.21,14.60,1,4,1
28,32,880.62,244.03,13.10,12.35,1,4,1
28,21,863.20,237.34,15.57,14.14,1,4,1
28,18,816.54,572.73,23.73,29.15,1,4,1
28,13,890.08,274.04,17.31,12.36,1,4,1
28,1,539.58,827.62,53.55,45.01,1,4,1
29,33,852.27,286.92,18.95,15.29,1,4,1
29,32,882.19,243.74,14.01,12.79,1,4,1
29,27,932.42,222.75,14.48,12.21,1,4,1
29,21,863.05,237.61,15.55,14.15,1,4,1
29,18,816.68,578.38,23.63,29.81,1,4,1
29,13,890.22,274.55,18.00,13.19,1,4,1
29,1,535.75,832.74,54.30,45.25,1,4,1
30,32,883.67,244.95,13.80,12.49,1,4,1
30,27,936.07,222.99,12.17,11.01,1,4,1
30,21,864.25,239.26,15.57,14.46,1,4,1
30,18,815.55,584.93,23.53,29.99,1,4,1
30,13,892.00,275.88,17.30,12.53,1,4,1
30,9,1018.07,362.97,18.19,14.13,1,4,1
30,1,531.81,837.99,54.83,45.41,1,4,1
31,34,1358.14,462.61,31.45,15.41,1,4,1
31,21,864.73,240.79,15.54,14.05,1,4,1
31,18,815.51,591.56,24.02,30.48,1,4,1
31,13,891.90,275.66,17.36,12.95,1,4,1
31,9,1018.83,363.61,17.95,14.11,1,4,1
31,1,530.37,843.10,55.19,45.21,1,4,1
32,35,867.21,223.29,15.51,11.99,1,4,1
32,34,1364.14,465.54,32.75,15.28,1,4,1
32,21,861.74,242.09,14.41,13.76,1,4,1
32,18,813.85,598.04,23.81,30.77,1,4,1
32,13,890.98,277.87,17.89,12.65,1,4,1
32,9,1018.26,364.00,18.34,14.43,1,4,1
32,1,525.25,847.90,56.00,45.38,1,4,1
33,35,869.42,224.07,14.73,11.80,1,4,1
33,34,1371.57,467.54,32.54,15.43,1,4,1
33,21,862.42,243.28,14.14,13.53,1,4,1
33,18,813.29,604.45,23.65,30.98,1,4,1
33,13,891.42,279.82,17.78,13.03,1,4,1
33,9,1018.88,365.27,18.06,14.33,1,4,1
33,1,519.54,852.73,56.63,46.11,1,4,1
34,36,877.38,267.99,14.21,11.55,1,4,1
34,35,870.07,225.64,13.51,11.27,1,4,1
34,34,1376.99,469.59,33.02,15.61,1,4,1
34,21,860.24,243.54,13.94,13.05,1,4,1
34,18,812.23,611.02,24.10,31.49,1,4,1
34,13,890.71,280.58,18.23,12.34,1,4,1
34,9,1019.17,365.54,17.85,13.94,1,4,1
34,1,514.38,856.86,58.12,46.36,1,4,1
35,41,857.48,295.04,17.16,15.01,1,4,1
35,36,876.73,267.42,14.05,12.18,1,4,1
35,35,870.49,226.28,12.67,10.89,1,4,1
35,34,1383.62,470.64,33.67,16.41,1,4,1
35,21,859.46,244.88,13.80,12.37,1,4,1
35,18,810.88,616.90,24.98,32.21,1,4,1
35,13,891.28,281.31,17.99,12.51,1,4,1
35,1,507.66,861.02,59.74,46.54,1,4,1
36,41,857.33,296.56,17.13,14.67,1,4,1
36,36,877.90,268.82,13.75,11.98,1,4,1
36,35,870.80,226.18,12.02,9.94,1,4,1
36,34,1390.04,471.86,34.40,16.34,1,4,1
36,21,859.21,245.98,13.71,11.54,1,4,1
36,18,809.91,622.66,25.03,32.04,1,4,1
36,13,890.29,282.52,17.81,12.02,1,4,1
36,1,501.78,864.53,59.83,46.63,1,4,1
37,41,857.32,297.83,17.13,14.45,1,4,1
37,36,878.38,270.05,13.55,11.86,1,4,1
37,35,871.03,226.98,11.55,9.29,1,4,1
37,34,1398.66,472.32,33.15,16.18,1,4,1
37,21,859.17,247.57,13.61,11.61,1,4,1
37,18,808.65,627.34,25.66,32.88,1,4,1
37,13,893.34,283.02,17.12,11.68,1,4,1
37,1,497.88,867.98,60.98,47.03,1,4,1
38,41,854.93,298.54,18.04,15.22,1,4,1
38,36,876.67,270.58,14.70,12.30,1,4,1
38,35,869.06,228.17,12.95,10.77,1,4,1
38,34,1405.65,473.17,32.27,16.07,1,4,1
38,18,808.63,633.95,25.03,33.63,1,4,1
38,13,893.71,282.93,17.20,12.03,1,4,1
38,1,491.72,871.67,62.33,47.00,1,4,1
39,41,856.34,300.53,17.76,14.83,1,4,1
39,36,877.78,271.33,16.69,12.72,1,4,1
39,35,865.97,229.01,14.40,11.90,1,4,1
39,34,1412.64,474.83,32.80,16.06,1,4,1
39,18,807.88,640.09,25.08,33.98,1,4,1
39,13,893.84,283.50,17.24,12.28,1,4,1
39,1,485.90,875.41,63.87,47.62,1,4,1
40,41,853.76,302.50,18.78,14.28,1,4,1
40,35,864.61,230.57,15.34,12.62,1,4,1
40,27,936.52,218.92,10.60,10.69,1,4,1
40,18,807.62,647.06,25.12,34.23,1,4,1
40,1,481.44,879.37,65.52,48.06,1,4,1
41,41,856.72,304.45,17.76,14.39,1,4,1
41,35,863.93,231.22,16.05,13.42,1,4,1
41,27,936.27,218.69,10.77,10.64,1,4,1
41,18,805.41,653.65,25.68,34.43,1,4,1
41,1,474.26,883.67,66.18,48.65,1,4,1
42,41,857.07,305.76,17.65,14.59,1,4,1
42,35,863.63,232.34,16.42,13.32,1,4,1
42,27,937.40,219.15,10.88,10.27,1,4,1
42,18,805.73,660.51,26.11,35.18,1,4,1
42,1,469.26,887.88,65.05,49.02,1,4,1
43,49,906.12,176.19,14.08,15.97,1,4,1
43,44,882.85,222.19,15.10,12.55,1,4,1
43,38,922.53,199.08,11.73,11.65,1,4,1
43,35,862.48,233.28,17.42,14.28,1,4,1
43,27,937.80,218.87,10.97,10.34,1,4,1
43,21,857.88,254.78,20.03,13.69,1,4,1
43,18,803.68,666.96,26.95,35.76,1,4,1
43,1,464.17,892.54,66.34,49.04,1,4,1
44,49,907.50,176.09,13.42,16.09,1,4,1
44,44,883.48,223.57,14.61,12.35,1,4,1
44,38,922.12,198.46,11.13,11.69,1,4,1
44,35,865.00,234.03,16.90,14.51,1,4,1
44,27,937.93,219.10,11.03,9.72,1,4,1
44,18,802.77,674.21,27.56,36.47,1,4,1
44,1,459.31,896.47,66.75,49.34,1,4,1
45,44,882.88,226.57,14.84,11.50,1,4,1
45,38,921.17,198.02,11.25,11.44,1,4,1
45,35,863.92,235.42,17.05,14.41,1,4,1
45,27,937.97,219.48,11.06,9.63,1,4,1
45,18,802.35,681.04,28.01,37.27,1,4,1
45,1,453.82,901.26,67.04,49.56,1,4,1
46,44,883.50,226.96,14.51,11.87,1,4,1
46,38,921.69,197.92,10.78,11.25,1,4,1
46,35,863.14,237.35,16.59,14.32,1,4,1
46,27,937.98,219.45,11.07,9.24,1,4,1
46,18,800.55,689.40,27.78,37.51,1,4,1
46,1,447.21,906.60,67.79,50.02,1,4,1
47,53,835.44,529.55,21.21,26.67,1,4,1
47,44,882.21,227.75,13.66,12.07,1,4,1
47,38,920.72,197.74,10.43,10.80,1,4,1
47,35,861.13,238.04,17.37,14.29,1,4,1
47,27,937.62,219.02,10.55,9.24,1,4,1
47,18,799.04,697.40,28.16,38.01,1,4,1
47,1,442.60,911.89,68.85,50.36,1,4,1
48,53,834.67,534.27,21.44,27.65,1,4,1
48,44,883.43,228.83,13.68,12.61,1,4,1
48,38,920.41,197.96,10.18,10.77,1,4,1
48,35,861.15,240.19,17.37,13.93,1,4,1
48,27,937.56,219.57,10.17,9.25,1,4,1
48,18,798.42,705.94,28.43,38.67,1,4,1
48,13,892.95,291.76,16.34,12.53,1,4,1
48,9,1026.03,370.97,13.20,14.60,1,4,1
48,1,435.85,917.19,69.62,50.60,1,4,1
49,53,834.43,539.10,21.48,27.93,1,4,1
49,44,881.41,229.11,13.67,13.02,1,4,1
49,38,920.70,199.28,10.54,10.44,1,4,1
49,35,862.07,240.54,16.82,13.95,1,4,1
49,32,883.15,264.90,12.29,13.44,1,4,1
49,27,937.95,219.75,10.45,9.31,1,4,1
49,21,858.03,262.57,15.40,16.96,1,4,1
49,18,796.02,714.32,29.21,40.08,1,4,1
49,13,896.66,292.99,15.55,12.86,1,4,1
49,1,429.93,922.71,70.72,51.08,1,4,1
50,53,834.37,544.26,21.48,28.10,1,4,1
50,44,878.49,229.77,14.22,13.39,1,4,1
50,35,859.83,242.00,18.07,14.05,1,4,1
50,32,882.53,266.71,12.06,13.57,1,4,1
50,27,938.05,219.12,10.65,9.35,1,4,1
50,21,855.15,263.11,15.41,17.07,1,4,1
50,18,795.02,723.63,29.72,40.49,1,4,1
50,13,896.97,293.35,14.96,13.12,1,4,1
50,1,423.56,928.77,70.98,51.41,1,4,1
51,53,834.37,549.55,21.47,28.20,1,4,1
51,44,880.04,231.20,12.89,13.22,1,4,1
51,35,861.47,243.03,17.33,13.76,1,4,1
51,32,881.44,268.01,12.45,13.72,1,4,1
51,27,938.05,219.39,10.79,9.05,1,4,1
51,21,850.99,265.40,16.59,15.66,1,4,1
51,18,794.60,732.97,30.09,40.47,1,4,1
51,13,897.54,294.59,15.06,13.06,1,4,1
51,1,417.01,934.35,72.22,51.66,1,4,1
52,53,833.47,555.37,22.02,28.01,1,4,1
52,44,880.53,232.23,11.36,12.82,1,4,1
52,35,862.23,244.84,16.78,13.54,1,4,1
52,32,880.96,269.15,12.72,13.81,1,4,1
52,27,938.03,218.84,10.88,8.85,1,4,1
52,21,851.41,267.24,16.81,15.20,1,4,1
52,18,794.03,741.80,29.84,41.29,1,4,1
52,13,897.74,295.74,15.12,13.02,1,4,1
52,1,410.02,940.48,72.05,51.82,1,4,1
53,53,833.02,560.62,22.47,28.54,1,4,1
53,44,882.59,232.67,10.81,12.49,1,4,1
53,35,862.62,246.23,16.38,13.37,1,4,1
53,32,882.33,270.21,13.46,13.91,1,4,1
53,27,937.99,218.16,10.98,9.01,1,4,1
53,21,851.55,268.48,16.98,14.55,1,4,1
53,18,793.90,751.55,29.64,41.62,1,4,1
53,13,897.79,296.85,15.17,12.99,1,4,1
53,1,403.31,946.10,72.99,51.95,1,4,1
54,53,832.82,566.40,22.73,28.55,1,4,1
54,44,879.17,233.72,11.53,12.65,1,4,1
54,35,862.85,247.45,16.08,13.25,1,4,1
54,32,882.02,270.38,12.91,13.64,1,4,1
54,27,937.95,218.58,11.05,9.14,1,4,1
54,21,852.49,270.40,16.55,14.12,1,4,1
54,18,793.03,761.22,30.02,41.88,1,4,1
54,13,897.44,297.74,14.68,12.67,1,4,1
54,9,1029.01,375.09,11.68,14.17,1,4,1
54,1,397.93,951.76,73.14,52.32,1,4,1
55,53,832.72,572.46,22.89,28.20,1,4,1
55,44,882.74,234.76,12.05,12.75,1,4,1
55,41,856.81,327.89,18.29,14.91,1,4,1
55,35,862.99,248.60,15.87,13.15,1,4,1
55,32,881.99,272.17,12.54,12.81,1,4,1
55,27,937.90,217.53,11.15,9.52,1,4,1
55,21,849.57,272.06,16.76,14.11,1,4,1
55,18,790.16,771.29,30.31,42.66,1,4,1
55,13,896.50,299.00,14.85,12.74,1,4,1
55,9,1029.21,375.36,11.59,14.08,1,4,1
55,1,389.99,957.34,75.38,52.95,1,4,1
56,62,1829.10,470.14,38.64,13.87,1,4,1
56,53,832.66,578.34,23.02,28.28,1,4,1
56,44,881.73,236.34,10.77,12.45,1,4,1
56,41,857.13,329.78,17.98,14.64,1,4,1
56,36,877.39,292.87,15.33,13.75,1,4,1
56,35,863.07,250.04,15.73,12.44,1,4,1
56,32,881.15,272.83,12.80,13.15,1,4,1
56,27,936.99,217.55,11.71,9.54,1,4,1
56,21,848.80,274.05,17.44,14.11,1,4,1
56,18,791.53,781.22,30.53,43.51,1,4,1
56,13,897.00,300.15,14.44,12.77,1,4,1
56,9,1030.53,375.96,11.53,13.71,1,4,1
56,1,384.81,963.41,75.94,53.36,1,4,1
57,62,1817.39,470.33,40.56,14.24,1,4,1
57,53,829.88,583.97,24.86,28.87,1,4,1
57,44,881.91,237.18,10.40,12.51,1,4,1
57,41,857.27,331.60,17.81,15.04,1,4,1
57,35,863.14,251.36,15.61,11.94,1,4,1
57,32,880.57,275.47,13.44,15.45,1,4,1
57,27,937.44,216.88,11.58,9.52,1,4,1
57,21,848.40,275.65,17.96,14.42,1,4,1
57,18,787.43,791.75,31.22,44.48,1,4,1
57,13,897.25,300.76,14.16,13.06,1,4,1
57,9,1031.03,376.64,11.50,14.03,1,4,1
57,1,378.84,969.67,75.81,53.64,1,4,1
58,62,1811.67,470.56,37.43,14.03,1,4,1
58,53,827.86,589.95,24.99,28.78,1,4,1
58,44,879.02,237.94,11.21,12.29,1,4,1
58,41,856.47,333.53,18.22,15.39,1,4,1
58,35,861.40,252.27,16.62,12.27,1,4,1
58,32,878.68,274.98,14.53,15.01,1,4,1
58,27,937.63,216.63,11.49,9.51,1,4,1
58,21,848.36,277.14,16.73,14.07,1,4,1
58,18,783.28,802.01,31.74,45.75,1,4,1
58,13,897.40,302.59,13.94,12.71,1,4,1
58,9,1030.85,376.84,10.94,14.22,1,4,1
58,1,373.57,975.33,74.65,53.82,1,4,1
59,53,829.60,595.56,25.08,28.70,1,4,1
59,44,877.78,239.10,11.82,12.49,1,4,1
59,41,855.20,334.84,19.06,15.67,1,4,1
59,35,862.36,253.56,16.25,11.84,1,4,1
59,32,880.45,275.29,13.71,14.49,1,4,1
59,27,937.71,216.35,11.42,9.20,1,4,1
59,21,850.19,278.45,16.36,13.77,1,4,1
59,18,781.66,812.90,32.08,46.37,1,4,1
59,13,897.85,303.32,14.31,12.44,1,4,1
59,9,1030.87,377.35,10.53,14.10,1,4,1
59,1,366.81,981.26,75.38,53.67,1,4,1
60,53,827.74,600.73,25.19,29.26,1,4,1
60,41,855.48,336.65,19.12,15.83,1,4,1
60,35,861.00,255.15,17.08,12.18,1,4,1
60,32,878.60,275.85,14.72,14.73,1,4,1
60,27,937.76,216.30,11.37,8.98,1,4,1
60,21,849.35,280.83,15.57,13.27,1,4,1
60,18,781.03,823.83,32.34,47.11,1,4,1
60,13,898.83,304.02,14.07,12.82,1,4,1
60,9,1031.30,378.23,10.76,14.03,1,4,1
60,1,359.32,987.26,75.92,54.17,1,4,1
61,53,826.32,606.42,24.18,30.05,1,4,1
61,41,855.56,338.16,19.19,16.24,1,4,1
61,35,859.28,255.95,16.09,12.56,1,4,1
61,32,880.40,277.44,13.84,14.80,1,4,1
61,27,935.65,216.33,11.86,8.82,1,4,1
61,21,850.45,282.00,14.97,13.18,1,4,1
61,18,780.79,835.46,32.53,47.94,1,4,1
61,13,899.25,305.17,13.87,12.53,1,4,1
61,9,1029.64,378.55,11.98,14.01,1,4,1
61,1,352.83,993.68,76.32,54.81,1,4,1
62,64,830.75,219.93,16.66,20.21,1,4,1
62,53,826.01,613.41,23.38,30.14,1,4,1
62,36,876.58,300.66,15.43,13.58,1,4,1
62,35,857.35,256.95,17.04,13.33,1,4,1
62,32,881.25,279.39,13.20,14.86,1,4,1
62,27,936.89,215.88,11.71,8.99,1,4,1
62,21,852.92,283.49,15.64,13.74,1,4,1
62,18,780.34,847.57,32.14,49.06,1,4,1
62,13,898.54,306.01,14.28,12.94,1,4,1
62,9,1030.20,379.37,11.29,13.95,1,4,1
62,1,345.87,999.81,77.12,54.99,1,4,1
63,64,830.44,218.81,16.43,20.97,1,4,1
63,53,826.04,620.28,22.81,30.49,1,4,1
63,36,876.24,302.52,14.86,13.09,1,4,1
63,35,857.02,257.92,16.61,13.75,1,4,1
63,32,881.68,280.09,12.73,14.90,1,4,1
63,27,937.40,215.48,11.58,8.84,1,4,1
63,21,850.56,284.22,15.03,13.53,1,4,1
63,18,779.03,860.04,31.85,49.90,1,4,1
63,13,897.85,307.24,14.03,12.63,1,4,1
63,9,1030.89,380.37,11.31,13.93,1,4,1
63,1,340.08,1005.64,76.65,55.39,1,4,1
64,64,830.18,221.57,15.36,19.30,1,4,1
64,53,826.18,626.84,22.40,30.75,1,4,1
64,36,876.57,303.99,14.97,12.71,1,4,1
64,35,857.54,259.14,15.18,13.54,1,4,1
64,32,881.93,281.50,12.39,14.66,1,4,1
64,27,937.61,215.18,11.49,8.40,1,4,1
64,21,848.00,285.39,15.64,13.68,1,4,1
64,18,778.63,872.00,31.63,50.53,1,4,1
64,13,897.63,308.42,13.84,12.40,1,4,1
64,9,1030.78,381.23,10.80,13.62,1,4,1
64,1,331.76,1013.17,77.88,55.72,1,4,1
65,65,1205.02,296.03,25.14,11.65,1,4,1
65,64,830.57,221.91,15.33,19.30,1,4,1
65,62,1727.87,471.62,37.94,14.29,1,4,1
65,53,824.52,633.43,23.21,31.38,1,4,1
65,44,875.76,246.68,12.58,10.91,1,4,1
65,36,876.68,304.76,15.06,12.76,1,4,1
65,35,858.36,260.53,14.69,13.63,1,4,1
65,32,882.08,282.25,12.14,14.76,1,4,1
65,27,937.71,215.14,11.41,8.09,1,4,1
65,21,848.71,286.48,15.03,13.75,1,4,1
65,18,776.41,885.58,32.01,51.61,1,4,1
65,13,897.58,308.88,13.70,12.23,1,4,1
65,9,1030.83,381.60,10.42,13.38,1,4,1
65,1,323.61,1018.01,78.77,55.02,1,4,1
66,67,1633.19,520.10,36.06,19.61,1,4,1
66,65,1201.13,295.25,23.44,11.42,1,4,1
66,64,830.32,219.84,14.84,20.07,1,4,1
66,62,1716.06,471.80,38.88,14.63,1,4,1
66,53,823.76,640.74,23.81,32.12,1,4,1
66,36,877.59,305.93,14.61,13.05,1,4,1
66,35,857.51,261.21,14.34,13.98,1,4,1
66,32,882.18,283.48,11.96,14.23,1,4,1
66,27,937.76,215.18,11.35,7.88,1,4,1
66,21,849.11,288.02,14.58,13.53,1,4,1
66,18,774.30,898.81,32.28,52.69,1,4,1
66,13,897.92,309.44,14.16,12.72,1,4,1
66,9,1030.90,381.97,10.15,13.48,1,4,1
